,Player,Opp,PPR PTS,0.5 PPR,STD PTS,C/A,PCT,YDS,TD,INT,RUSH,YDS.1,AVG,TD.1,REC,TAR,YDS.2,AVG.1,TD.2,2PC,FUM,Name,pos,team,weekn
3934,"Davante Adams (WR, LV)",NYG,7.4,5.4,3.4,0/0,0%,0,0,0,0,0,0.0,0,4,7,34,8.5,0,0,0,Davante Adams,WR, lv,9
3935,"Jerick McKinnon (RB, KC)",MIA,10.4,9.4,8.4,0/0,0%,0,0,0,1,2,2.0,0,2,2,22,11.0,1,0,0,Jerick McKinnon,RB, kc,9
3936,"Brandin Cooks (WR, DAL)",@PHI,1.7,1.2,0.7,0/0,0%,0,0,0,0,0,0.0,0,1,2,7,7.0,0,0,0,Brandin Cooks,WR, dal,9
3937,"Mike Evans (WR, TB)",@HOU,12.7,10.7,8.7,0/0,0%,0,0,0,0,0,0.0,0,4,5,87,21.8,0,0,0,Mike Evans,WR, tb,9
3938,"Logan Thomas (TE, WAS)",@NE,7.1,5.1,3.1,0/0,0%,0,0,0,0,0,0.0,0,4,5,31,7.8,0,0,0,Logan Thomas,TE, was,9
3939,"Jameis Winston (QB, NO)",CHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jameis Winston,QB, no,9
3940,"Marcus Mariota (QB, PHI)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Marcus Mariota,QB, phi,9
3941,"Amari Cooper (WR, CLE)",ARI,24.9,22.4,19.9,0/0,0%,0,0,0,0,0,0.0,0,5,5,139,27.8,1,0,0,Amari Cooper,WR, cle,9
3942,"DeVante Parker (WR, NE)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,DeVante Parker,WR, ne,9
3943,"Nelson Agholor (WR, BAL)",SEA,1.2,0.7,0.2,0/0,0%,0,0,0,0,0,0.0,0,1,1,2,2.0,0,0,0,Nelson Agholor,WR, bal,9
3944,"Ameer Abdullah (RB, LV)",NYG,4.5,3.5,2.5,0/0,0%,0,0,0,2,8,4.0,0,2,2,17,8.5,0,0,0,Ameer Abdullah,RB, lv,9
3945,"Tyler Lockett (WR, SEA)",@BAL,6.2,4.7,3.2,0/0,0%,0,0,0,0,0,0.0,0,3,8,32,10.7,0,0,0,Tyler Lockett,WR, sea,9
3946,"Tyler Kroft (TE, MIA)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tyler Kroft,TE, mia,9
3947,"Ty Montgomery II (WR, NE)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ty Montgomery II,WR, ne,9
3948,"Jamison Crowder (WR, WAS)",@NE,6.3,4.3,2.3,0/0,0%,0,0,0,0,0,0.0,0,4,6,23,5.8,0,0,0,Jamison Crowder,WR, was,9
3949,"Blake Bell (TE, KC)",MIA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Blake Bell,TE, kc,9
3950,"MyCole Pruitt (TE, ATL)",MIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,MyCole Pruitt,TE, atl,9
3951,"Stefon Diggs (WR, BUF)",@CIN,22.6,19.6,16.6,0/0,0%,0,0,0,0,0,0.0,0,6,7,86,14.3,1,1,0,Stefon Diggs,WR, buf,9
3952,"C.J. Uzomah (TE, NYJ)",LAC,3.1,2.1,1.1,0/0,0%,0,0,0,0,0,0.0,0,2,5,11,5.5,0,0,0,C.J. Uzomah,TE, nyj,9
3953,"Geoff Swaim (TE, ARI)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Geoff Swaim,TE, ari,9
3954,"Damiere Byrd (WR, ATL)",MIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,2,0,0.0,0,0,0,Damiere Byrd,WR, atl,9
3955,"Taylor Heinicke (QB, ATL)",MIN,15.72,17.72,17.72,21/38,55.3%,268,1,1,3,20,6.7,0,0,0,0,0.0,0,0,0,Taylor Heinicke,QB, atl,9
3956,"Raheem Mostert (RB, MIA)",@KC,13.5,13.5,13.5,0/0,0%,0,0,0,12,85,7.1,1,0,1,0,0.0,0,0,1,Raheem Mostert,RB, mia,9
3957,"DeAndre Carter (WR, LV)",NYG,2.5,2.0,1.5,0/0,0%,0,0,0,0,0,0.0,0,1,1,15,15.0,0,0,0,DeAndre Carter,WR, lv,9
3958,"Ezekiel Elliott (RB, NE)",WAS,6.2,4.7,3.2,0/0,0%,0,0,0,6,17,2.8,0,3,5,15,5.0,0,0,0,Ezekiel Elliott,RB, ne,9
3959,"Derrick Henry (RB, TEN)",@PIT,19.2,17.7,16.2,0/0,0%,0,0,0,17,75,4.4,1,3,4,27,9.0,0,0,0,Derrick Henry,RB, ten,9
3960,"Michael Thomas (WR, NO)",CHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Michael Thomas,WR, no,9
3961,"Sterling Shepard (WR, NYG)",@LV,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Sterling Shepard,WR, nyg,9
3962,"Austin Hooper (TE, LV)",NYG,2.0,1.5,1.0,0/0,0%,0,0,0,0,0,0.0,0,1,1,10,10.0,0,0,0,Austin Hooper,TE, lv,9
3963,"Hunter Henry (TE, NE)",WAS,13.9,11.9,9.9,0/0,0%,0,0,0,0,0,0.0,0,4,6,39,9.8,1,0,0,Hunter Henry,TE, ne,9
3964,"Tyler Boyd (WR, CIN)",BUF,8.6,7.1,5.6,0/0,0%,0,0,0,0,0,0.0,0,3,5,56,18.7,0,0,0,Tyler Boyd,WR, cin,9
3965,"Jacoby Brissett (QB, WAS)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jacoby Brissett,QB, was,9
3966,"Nick Vannett (TE, LAC)",@NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Nick Vannett,TE, lac,9
3967,"Chris Moore (WR, TEN)",@PIT,3.9,3.4,2.9,0/0,0%,0,0,0,0,0,0.0,0,1,2,29,29.0,0,0,0,Chris Moore,WR, ten,9
3968,"Tyler Higbee (TE, LAR)",@GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Tyler Higbee,TE, lar,9
3969,"Demarcus Robinson (WR, LAR)",@GB,2.5,2.0,1.5,0/0,0%,0,0,0,0,0,0.0,0,1,1,15,15.0,0,0,0,Demarcus Robinson,WR, lar,9
3970,"Dak Prescott (QB, DAL)",@PHI,27.36,33.36,33.36,29/44,65.9%,374,3,0,6,14,2.3,0,0,0,0,0.0,0,0,1,Dak Prescott,QB, dal,9
3971,"Tyreek Hill (WR, MIA)",@KC,12.5,8.5,4.5,0/0,0%,0,0,0,1,3,3.0,0,8,10,62,7.8,0,0,1,Tyreek Hill,WR, mia,9
3972,"Jeff Driskel (QB, ARI)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jeff Driskel,QB, ari,9
3973,"Robbie Chosen (WR, MIA)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Robbie Chosen,WR, mia,9
3974,"C.J. Ham (RB, MIN)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,C.J. Ham,RB, min,9
3975,"Mitch Trubisky (QB, PIT)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mitch Trubisky,QB, pit,9
3976,"Deshaun Watson (QB, CLE)",ARI,18.96,22.96,22.96,19/30,63.3%,219,2,0,3,22,7.3,0,0,0,0,0.0,0,0,0,Deshaun Watson,QB, cle,9
3977,"Joe Mixon (RB, CIN)",BUF,17.8,15.3,12.8,0/0,0%,0,0,0,14,37,2.6,1,5,6,31,6.2,0,0,0,Joe Mixon,RB, cin,9
3978,"Dalvin Cook (RB, NYJ)",LAC,1.8,1.3,0.8,0/0,0%,0,0,0,2,7,3.5,0,1,2,1,1.0,0,0,0,Dalvin Cook,RB, nyj,9
3979,"David Njoku (TE, CLE)",ARI,12.6,10.6,8.6,0/0,0%,0,0,0,0,0,0.0,0,4,6,26,6.5,1,0,0,David Njoku,TE, cle,9
3980,"Alvin Kamara (RB, NO)",CHI,11.0,9.0,7.0,0/0,0%,0,0,0,9,26,2.9,0,4,5,44,11.0,0,0,0,Alvin Kamara,RB, no,9
3981,"Chris Godwin (WR, TB)",@HOU,3.6,2.6,1.6,0/0,0%,0,0,0,0,0,0.0,0,2,6,16,8.0,0,0,0,Chris Godwin,WR, tb,9
3982,"Cooper Kupp (WR, LAR)",@GB,6.8,5.8,4.8,0/0,0%,0,0,0,0,0,0.0,0,2,7,48,24.0,0,0,0,Cooper Kupp,WR, lar,9
3983,"JuJu Smith-Schuster (WR, NE)",WAS,11.1,8.1,5.1,0/0,0%,0,0,0,0,0,0.0,0,6,7,51,8.5,0,0,0,JuJu Smith-Schuster,WR, ne,9
3984,"Patrick Mahomes (QB, KC)",MIA,15.8,19.8,19.8,20/30,66.7%,185,2,0,6,24,4.0,0,0,0,0,0.0,0,0,1,Patrick Mahomes,QB, kc,9
3985,"Mo Alie-Cox (TE, IND)",@CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mo Alie-Cox,TE, ind,9
3986,"Curtis Samuel (WR, WAS)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Curtis Samuel,WR, was,9
3987,"Gerald Everett (TE, LAC)",@NYJ,2.8,1.8,0.8,0/0,0%,0,0,0,0,0,0.0,0,2,2,18,9.0,0,0,1,Gerald Everett,TE, lac,9
3988,"Kareem Hunt (RB, CLE)",ARI,9.8,9.8,9.8,0/0,0%,0,0,0,14,38,2.7,1,0,1,0,0.0,0,0,0,Kareem Hunt,RB, cle,9
3989,"D'Onta Foreman (RB, CHI)",@NO,8.3,8.3,8.3,0/0,0%,0,0,0,20,83,4.2,0,0,0,0,0.0,0,0,0,D'Onta Foreman,RB, chi,9
3990,"Jonnu Smith (TE, ATL)",MIN,21.0,18.5,16.0,0/0,0%,0,0,0,1,0,0.0,0,5,6,100,20.0,1,0,0,Jonnu Smith,TE, atl,9
3991,"Jamaal Williams (RB, NO)",CHI,3.2,2.2,1.2,0/0,0%,0,0,0,3,6,2.0,0,2,3,6,3.0,0,0,0,Jamaal Williams,RB, no,9
3992,"Mack Hollins (WR, ATL)",MIN,6.6,5.1,3.6,0/0,0%,0,0,0,0,0,0.0,0,3,3,36,12.0,0,0,0,Mack Hollins,WR, atl,9
3993,"Joshua Dobbs (QB, MIN)",@ATL,23.92,27.92,27.92,20/30,66.7%,158,2,0,7,66,9.4,1,0,0,0,0.0,0,1,3,Joshua Dobbs,QB, min,9
3994,"Nathan Peterman (QB, CHI)",@NO,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Nathan Peterman,QB, chi,9
3995,"Eric Saubert (TE, HOU)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Eric Saubert,TE, hou,9
3996,"Isaiah McKenzie (WR, IND)",@CAR,2.2,1.2,0.2,0/0,0%,0,0,0,0,0,0.0,0,2,3,12,6.0,0,0,1,Isaiah McKenzie,WR, ind,9
3997,"Aaron Jones (RB, GB)",LAR,17.9,15.9,13.9,0/0,0%,0,0,0,20,73,3.6,1,4,6,26,6.5,0,0,1,Aaron Jones,RB, gb,9
3998,"Trent Taylor (WR, CHI)",@NO,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trent Taylor,WR, chi,9
3999,"Alex Armah (RB, WAS)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Alex Armah,RB, was,9
4000,"Noah Brown (WR, HOU)",TB,27.3,24.3,21.3,0/0,0%,0,0,0,0,0,0.0,0,6,6,153,25.5,1,0,0,Noah Brown,WR, hou,9
4001,"Johnny Mundt (TE, MIN)",@ATL,2.8,2.3,1.8,0/0,0%,0,0,0,0,0,0.0,0,1,1,18,18.0,0,0,0,Johnny Mundt,TE, min,9
4002,"Zach Pascal (WR, ARI)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Zach Pascal,WR, ari,9
4003,"P.J. Walker (QB, CLE)",ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,P.J. Walker,QB, cle,9
4004,"Patrick Ricard (RB, BAL)",SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Patrick Ricard,RB, bal,9
4005,"Taysom Hill (QB, NO)",CHI,20.62,20.62,18.62,1/1,100%,3,1,0,11,52,4.7,0,4,5,13,3.2,1,0,0,Taysom Hill,QB, no,9
4006,"Pharaoh Brown (TE, NE)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Pharaoh Brown,TE, ne,9
4007,"Matt Breida (RB, NYG)",@LV,2.1,1.6,1.1,0/0,0%,0,0,0,2,5,2.5,0,1,2,6,6.0,0,0,0,Matt Breida,RB, nyg,9
4008,"Cooper Rush (QB, DAL)",@PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Cooper Rush,QB, dal,9
4009,"Robert Tonyan (TE, CHI)",@NO,2.1,1.6,1.1,0/0,0%,0,0,0,0,0,0.0,0,1,1,11,11.0,0,0,0,Robert Tonyan,TE, chi,9
4010,"Corey Clement (RB, ARI)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Corey Clement,RB, ari,9
4011,"Austin Ekeler (RB, LAC)",@NYJ,21.0,20.0,19.0,0/0,0%,0,0,0,14,47,3.4,2,2,7,23,11.5,0,0,0,Austin Ekeler,RB, lac,9
4012,"Dare Ogunbowale (RB, HOU)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Dare Ogunbowale,RB, hou,9
4013,"Saquon Barkley (RB, NYG)",@LV,14.3,12.8,11.3,0/0,0%,0,0,0,16,90,5.6,0,3,4,23,7.7,0,0,0,Saquon Barkley,RB, nyg,9
4014,"Lamar Jackson (QB, BAL)",SEA,10.48,10.48,10.48,21/26,80.8%,187,0,0,10,60,6.0,0,0,0,0,0.0,0,0,2,Lamar Jackson,QB, bal,9
4015,"Baker Mayfield (QB, TB)",@HOU,19.0,23.0,23.0,21/30,70%,265,2,0,4,4,1.0,0,0,0,0,0.0,0,0,0,Baker Mayfield,QB, tb,9
4016,"Rashaad Penny (RB, PHI)",DAL,0.8,0.8,0.8,0/0,0%,0,0,0,2,8,4.0,0,0,0,0,0.0,0,0,0,Rashaad Penny,RB, phi,9
4017,"Josh Allen (QB, BUF)",@CIN,25.72,27.72,27.72,26/38,68.4%,258,1,1,8,44,5.5,1,0,0,0,0.0,0,1,0,Josh Allen,QB, buf,9
4018,"Mark Andrews (TE, BAL)",SEA,17.0,12.5,8.0,0/0,0%,0,0,0,0,0,0.0,0,9,10,80,8.9,0,0,0,Mark Andrews,TE, bal,9
4019,"DJ Chark Jr. (WR, CAR)",IND,8.9,7.9,6.9,0/0,0%,0,0,0,0,0,0.0,0,2,3,9,4.5,1,0,0,DJ Chark Jr.,WR, car,9
4020,"Royce Freeman (RB, LAR)",@GB,3.2,3.2,3.2,0/0,0%,0,0,0,12,32,2.7,0,0,1,0,0.0,0,0,0,Royce Freeman,RB, lar,9
4021,"Hayden Hurst (TE, CAR)",IND,7.4,6.4,5.4,0/0,0%,0,0,0,0,0,0.0,0,2,4,54,27.0,0,0,0,Hayden Hurst,TE, car,9
4022,"DJ Moore (WR, CHI)",@NO,5.4,3.9,2.4,0/0,0%,0,0,0,0,0,0.0,0,3,5,44,14.7,0,0,1,DJ Moore,WR, chi,9
4023,"Mason Rudolph (QB, PIT)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mason Rudolph,QB, pit,9
4024,"Mike Gesicki (TE, NE)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,2,0,0.0,0,0,0,Mike Gesicki,TE, ne,9
4025,"Dallas Goedert (TE, PHI)",DAL,8.0,6.5,5.0,0/0,0%,0,0,0,0,0,0.0,0,3,4,50,16.7,0,0,0,Dallas Goedert,TE, phi,9
4026,"Michael Gallup (WR, DAL)",@PHI,3.9,2.9,1.9,0/0,0%,0,0,0,0,0,0.0,0,2,3,19,9.5,0,0,0,Michael Gallup,WR, dal,9
4027,"Jordan Akins (TE, CLE)",ARI,2.1,1.6,1.1,0/0,0%,0,0,0,0,0,0.0,0,1,3,11,11.0,0,0,0,Jordan Akins,TE, cle,9
4028,"Chase Edmonds (RB, TB)",@HOU,0.4,-0.1,-0.6,0/0,0%,0,0,0,3,-5,-1.7,0,1,1,-1,-1.0,0,0,0,Chase Edmonds,RB, tb,9
4029,"Dalton Schultz (TE, HOU)",TB,27.0,22.0,17.0,0/0,0%,0,0,0,0,0,0.0,0,10,11,130,13.0,1,0,1,Dalton Schultz,TE, hou,9
4030,"Justin Watson (WR, KC)",MIA,3.5,2.5,1.5,0/0,0%,0,0,0,0,0,0.0,0,2,5,15,7.5,0,0,0,Justin Watson,WR, kc,9
4031,"Durham Smythe (TE, MIA)",@KC,4.7,3.2,1.7,0/0,0%,0,0,0,0,0,0.0,0,3,3,17,5.7,0,0,0,Durham Smythe,TE, mia,9
4032,"Will Dissly (TE, SEA)",@BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Will Dissly,TE, sea,9
4033,"Mike White (QB, MIA)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mike White,QB, mia,9
4034,"Marquez Valdes-Scantling (WR, KC)",MIA,4.2,3.2,2.2,0/0,0%,0,0,0,0,0,0.0,0,2,3,22,11.0,0,0,0,Marquez Valdes-Scantling,WR, kc,9
4035,"Tyler Conklin (TE, NYJ)",LAC,12.6,9.6,6.6,0/0,0%,0,0,0,0,0,0.0,0,6,6,66,11.0,0,0,0,Tyler Conklin,TE, nyj,9
4036,"Cedrick Wilson Jr. (WR, MIA)",@KC,10.1,9.6,9.1,0/0,0%,0,0,0,0,0,0.0,0,1,5,31,31.0,1,0,0,Cedrick Wilson Jr.,WR, mia,9
4037,"Nick Bawden (RB, NYJ)",LAC,1.7,1.2,0.7,0/0,0%,0,0,0,0,0,0.0,0,1,1,7,7.0,0,0,0,Nick Bawden,RB, nyj,9
4038,"Braxton Berrios (WR, MIA)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Braxton Berrios,WR, mia,9
4039,"Boston Scott (RB, PHI)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Boston Scott,RB, phi,9
4040,"Kyle Allen (QB, BUF)",@CIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kyle Allen,QB, buf,9
4041,"Logan Woodside (QB, ATL)",MIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Logan Woodside,QB, atl,9
4042,"Keith Kirkwood (WR, NO)",CHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Keith Kirkwood,WR, no,9
4043,"Trent Sherfield (WR, BUF)",@CIN,1.9,1.4,0.9,0/0,0%,0,0,0,0,0,0.0,0,1,2,9,9.0,0,0,0,Trent Sherfield,WR, buf,9
4044,"Kevin Rader (TE, TEN)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kevin Rader,TE, ten,9
4045,"Allen Lazard (WR, NYJ)",LAC,3.8,2.8,1.8,0/0,0%,0,0,0,0,0,0.0,0,2,6,18,9.0,0,0,0,Allen Lazard,WR, nyj,9
4046,"Byron Pringle (WR, WAS)",@NE,8.5,7.0,5.5,0/0,0%,0,0,0,0,0,0.0,0,3,4,55,18.3,0,0,0,Byron Pringle,WR, was,9
4047,"Mike Boone (RB, HOU)",TB,0.3,0.3,0.3,0/0,0%,0,0,0,1,3,3.0,0,0,0,0,0.0,0,0,0,Mike Boone,RB, hou,9
4048,"Godwin Igwebuike (RB, PIT)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Godwin Igwebuike,RB, pit,9
4049,"David Wells (TE, TB)",@HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,David Wells,TE, tb,9
4050,"Gus Edwards (RB, BAL)",SEA,17.2,17.2,17.2,0/0,0%,0,0,0,5,52,10.4,2,0,0,0,0.0,0,0,0,Gus Edwards,RB, bal,9
4051,"Tim Boyle (QB, NYJ)",LAC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tim Boyle,QB, nyj,9
4052,"Jeff Wilson Jr. (RB, MIA)",@KC,6.8,5.3,3.8,0/0,0%,0,0,0,2,6,3.0,0,3,4,32,10.7,0,0,0,Jeff Wilson Jr.,RB, mia,9
4053,"Brandon Powell (WR, MIN)",@ATL,9.5,8.5,7.5,0/0,0%,0,0,0,0,0,0.0,0,2,3,15,7.5,1,0,0,Brandon Powell,WR, min,9
4054,"Tanner Hudson (TE, CIN)",BUF,8.5,6.5,4.5,0/0,0%,0,0,0,0,0,0.0,0,4,5,45,11.2,0,0,0,Tanner Hudson,TE, cin,9
4055,"KhaDarel Hodge (WR, ATL)",MIN,9.0,7.5,6.0,0/0,0%,0,0,0,0,0,0.0,0,3,6,60,20.0,0,0,0,KhaDarel Hodge,WR, atl,9
4056,"John Wolford (QB, TB)",@HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,John Wolford,QB, tb,9
4057,"Noah Fant (TE, SEA)",@BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Noah Fant,TE, sea,9
4058,"Myles Gaskin (RB, LAR)",@GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Myles Gaskin,RB, lar,9
4059,"Will Grier (QB, NE)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Will Grier,QB, ne,9
4060,"Mecole Hardman Jr. (WR, KC)",MIA,4.0,2.5,1.0,0/0,0%,0,0,0,0,0,0.0,0,3,3,10,3.3,0,0,0,Mecole Hardman Jr.,WR, kc,9
4061,"N'Keal Harry (WR, MIN)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,N'Keal Harry,WR, min,9
4062,"Darrell Henderson Jr. (RB, LAR)",@GB,5.5,4.5,3.5,0/0,0%,0,0,0,10,19,1.9,0,2,2,16,8.0,0,0,0,Darrell Henderson Jr.,RB, lar,9
4063,"Justice Hill (RB, BAL)",SEA,4.0,4.0,4.0,0/0,0%,0,0,0,13,40,3.1,0,0,1,0,0.0,0,0,0,Justice Hill,RB, bal,9
4064,"T.J. Hockenson (TE, MIN)",@ATL,13.9,10.4,6.9,0/0,0%,0,0,0,0,0,0.0,0,7,12,69,9.9,0,0,0,T.J. Hockenson,TE, min,9
4065,"Travis Homer (RB, CHI)",@NO,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Travis Homer,RB, chi,9
4066,"Jesper Horsted (TE, LV)",NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jesper Horsted,TE, lv,9
4067,"Alec Ingold (RB, MIA)",@KC,1.1,0.6,0.1,0/0,0%,0,0,0,0,0,0.0,0,1,1,1,1.0,0,0,0,Alec Ingold,RB, mia,9
4068,"Josh Jacobs (RB, LV)",NYG,21.8,21.8,21.8,0/0,0%,0,0,0,26,98,3.8,2,0,0,0,0.0,0,0,0,Josh Jacobs,RB, lv,9
4069,"Ty Johnson (RB, BUF)",@CIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ty Johnson,RB, buf,9
4070,"Daniel Jones (QB, NYG)",@LV,1.9,1.9,1.9,4/9,44.4%,25,0,0,2,9,4.5,0,0,0,0,0.0,0,0,0,Daniel Jones,QB, nyg,9
4071,"Drew Lock (QB, SEA)",@BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Drew Lock,QB, sea,9
4072,"Alexander Mattison (RB, MIN)",@ATL,17.3,16.3,15.3,0/0,0%,0,0,0,16,44,2.8,0,2,2,49,24.5,1,0,0,Alexander Mattison,RB, min,9
4073,"Terry McLaurin (WR, WAS)",@NE,12.3,9.8,7.3,0/0,0%,0,0,0,0,0,0.0,0,5,8,73,14.6,0,0,0,Terry McLaurin,WR, was,9
4074,"DK Metcalf (WR, SEA)",@BAL,6.0,5.5,5.0,0/0,0%,0,0,0,0,0,0.0,0,1,4,50,50.0,0,0,0,DK Metcalf,WR, sea,9
4075,"Jakobi Meyers (WR, LV)",NYG,13.5,12.5,11.5,0/0,0%,0,0,0,1,17,17.0,1,2,5,38,19.0,0,0,0,Jakobi Meyers,WR, lv,9
4076,"Gardner Minshew (QB, IND)",@CAR,9.58,11.58,11.58,17/26,65.4%,127,1,0,5,5,1.0,0,0,0,0,0.0,0,0,0,Gardner Minshew,QB, ind,9
4077,"Foster Moreau (TE, NO)",CHI,3.3,2.8,2.3,0/0,0%,0,0,0,0,0,0.0,0,1,1,23,23.0,0,0,0,Foster Moreau,TE, no,9
4078,"Stanley Morgan (WR, CIN)",BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Stanley Morgan,WR, cin,9
4079,"Josh Oliver (TE, MIN)",@ATL,2.1,1.1,0.1,0/0,0%,0,0,0,0,0,0.0,0,2,2,1,0.5,0,0,0,Josh Oliver,TE, min,9
4080,"Donald Parham Jr. (TE, LAC)",@NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,2,0,0.0,0,0,0,Donald Parham Jr.,TE, lac,9
4081,"Tony Pollard (RB, DAL)",@PHI,9.3,7.8,6.3,0/0,0%,0,0,0,12,51,4.2,0,3,5,12,4.0,0,0,0,Tony Pollard,RB, dal,9
4082,"Hunter Renfrow (WR, LV)",NYG,5.2,4.2,3.2,0/0,0%,0,0,0,0,0,0.0,0,2,3,32,16.0,0,0,0,Hunter Renfrow,WR, lv,9
