,Receiving,Rec,Yds,Avg,Long,TD,Tgt,FL,opp,weekn
3611,D. Sample,0,0,0.0,0,0,1,0,min,15
3612,J. Addison,6,111,18.5,37,2,6,0,cin,15
3613,J. Jefferson,7,84,12.0,19,0,10,0,cin,15
3614,T. Hockenson,6,63,10.5,16,0,7,0,cin,15
3615,T. Chandler,3,25,8.3,16,0,4,0,cin,15
3616,J. Oliver,2,14,7.0,12,0,2,0,cin,15
3617,J. Mundt,1,3,3.0,3,0,1,0,cin,15
3618,K. Osborn,1,3,3.0,3,0,2,0,cin,15
3619,G. Kittle,7,126,18.0,58,0,10,0,bal,16
3620,B. Aiyuk,6,113,18.8,33,0,7,0,bal,16
3621,D. Samuel,4,47,11.8,20,0,12,0,bal,16
3622,C. McCaffrey,6,28,4.7,12,0,10,0,bal,16
3623,R. Bell,1,12,12.0,12,1,1,0,bal,16
3624,K. Juszczyk,1,5,5.0,5,0,2,0,bal,16
3625,W. Snead IV,1,5,5.0,5,0,2,0,bal,16
3626,Z. Flowers,9,72,8.0,13,1,13,0,sf,16
3627,I. Likely,3,56,18.7,34,0,4,0,sf,16
3628,G. Edwards,1,39,39.0,39,0,1,0,sf,16
3629,J. Hill,3,31,10.3,23,0,3,0,sf,16
3630,C. Kolar,1,17,17.0,17,0,1,0,sf,16
3631,R. Bateman,1,14,14.0,14,0,4,0,sf,16
3632,O. Beckham Jr.,2,13,6.5,8,0,3,0,sf,16
3633,N. Agholor,3,10,3.3,6,1,4,0,sf,16
3634,P. Ricard,0,0,0.0,0,0,1,0,sf,16
3635,T. Hill,9,99,11.0,20,0,14,0,dal,16
3636,D. Smythe,5,56,11.2,21,0,5,0,dal,16
3637,J. Waddle,1,50,50.0,50,0,4,0,dal,16
3638,C. Wilson Jr.,3,42,14.0,18,0,5,0,dal,16
3639,R. Chosen,1,19,19.0,19,0,1,0,dal,16
3640,A. Ingold,2,12,6.0,7,0,2,0,dal,16
3641,D. Achane,1,7,7.0,7,0,3,0,dal,16
3642,R. Mostert,1,4,4.0,4,1,1,0,dal,16
3643,J. Wilson Jr.,1,4,4.0,4,0,1,0,dal,16
3644,C. Lamb,6,118,19.7,49,1,10,0,mia,16
3645,J. Tolbert,2,51,25.5,45,0,2,0,mia,16
3646,J. Ferguson,4,45,11.3,20,0,8,0,mia,16
3647,B. Cooks,2,14,7.0,8,1,2,0,mia,16
3648,H. Luepke,1,8,8.0,8,0,1,0,mia,16
3649,T. Pollard,1,5,5.0,5,0,1,0,mia,16
3650,M. Gallup,2,4,2.0,8,0,2,0,mia,16
3651,L. Schoonmaker,1,4,4.0,4,0,1,0,mia,16
3652,K. Turpin,1,4,4.0,4,0,1,0,mia,16
3653,R. Dowdle,0,0,0.0,0,0,2,0,mia,16
3654,P. Hendershot,0,0,0.0,0,0,2,0,mia,16
3655,P. Nacua,9,164,18.2,41,1,11,0,no,16
3656,D. Robinson,6,82,13.7,32,1,6,0,no,16
3657,C. Kupp,6,52,8.7,12,0,12,0,no,16
3658,T. Higbee,3,30,10.0,22,0,3,0,no,16
3659,C. Olave,9,123,13.7,28,0,13,0,lar,16
3660,R. Shaheed,5,70,14.0,45,1,9,0,lar,16
3661,J. Johnson,4,48,12.0,20,1,7,0,lar,16
3662,A. Perry,1,35,35.0,35,1,1,0,lar,16
3663,A. Kamara,5,16,3.2,9,0,6,0,lar,16
3664,F. Moreau,1,13,13.0,13,0,2,0,lar,16
3665,K. Kirkwood,1,9,9.0,9,0,1,0,lar,16
3666,J. Williams,1,5,5.0,5,0,1,0,lar,16
3667,M. Evans,7,86,12.3,22,2,9,0,jax,16
3668,C. Godwin,6,78,13.0,22,0,10,0,jax,16
3669,T. Palmer,4,42,10.5,18,0,6,0,jax,16
3670,R. White,6,38,6.3,16,0,7,0,jax,16
3671,P. Durham,1,25,25.0,25,0,1,0,jax,16
3672,D. Moore,1,7,7.0,7,0,1,0,jax,16
3673,C. Otton,1,7,7.0,7,0,1,0,jax,16
3674,E. Engram,10,95,9.5,14,0,15,1,tb,16
3675,C. Ridley,6,90,15.0,25,2,9,0,tb,16
3676,E. Cooks,3,38,12.7,23,0,3,0,tb,16
3677,T. Jones,3,32,10.7,15,0,5,0,tb,16
3678,T. Etienne Jr.,3,19,6.3,11,0,3,0,tb,16
3679,P. Washington,2,19,9.5,13,0,4,0,tb,16
3680,J. Agnew,1,12,12.0,12,0,5,0,tb,16
3681,C. Kmet,4,107,26.8,53,0,5,0,ari,16
3682,D. Moore,3,18,6.0,7,0,6,0,ari,16
3683,R. Johnson,3,16,5.3,10,0,3,0,ari,16
3684,R. Tonyan,1,14,14.0,14,0,1,0,ari,16
3685,K. Herbert,1,9,9.0,9,0,2,0,ari,16
3686,D. Mooney,2,5,2.5,6,0,4,0,ari,16
3687,M. Lewis,1,1,1.0,1,1,1,0,ari,16
3688,V. Jones Jr.,0,0,0.0,0,0,1,0,ari,16
3689,J. Conner,5,67,13.4,20,1,5,0,chi,16
3690,G. Dortch,2,45,22.5,38,1,5,0,chi,16
3691,E. Demercado,7,40,5.7,22,0,8,0,chi,16
3692,T. McBride,6,31,5.2,10,0,8,0,chi,16
3693,R. Moore,2,30,15.0,22,0,3,0,chi,16
3694,E. Higgins,2,17,8.5,12,0,3,0,chi,16
3695,M. Carter,0,0,0.0,0,0,1,0,chi,16
3696,M. Wilson,0,0,0.0,0,0,4,0,chi,16
3697,A. Brown,6,80,13.3,32,0,11,0,nyg,16
3698,D. Smith,4,79,19.8,36,1,5,0,nyg,16
3699,D. Goedert,7,71,10.1,21,0,9,0,nyg,16
3700,K. Gainwell,3,38,12.7,19,0,3,0,nyg,16
3701,G. Calcaterra,2,21,10.5,12,0,2,0,nyg,16
3702,B. Covey,1,7,7.0,7,0,1,0,nyg,16
3703,J. Jones,1,5,5.0,5,0,4,0,nyg,16
3704,O. Zaccheaus,0,0,0.0,0,0,1,0,nyg,16
3705,D. Slayton,3,90,30.0,69,1,3,0,phi,16
3706,D. Bellinger,4,43,10.8,20,0,5,0,phi,16
3707,D. Waller,2,32,16.0,20,0,5,0,phi,16
3708,W. Robinson,3,16,5.3,8,0,7,0,phi,16
3709,S. Barkley,3,4,1.3,4,0,6,0,phi,16
3710,M. Breida,1,3,3.0,3,0,1,0,phi,16
3711,M. Mims Jr.,3,63,21.0,47,0,4,0,ne,16
3712,B. Johnson,3,47,15.7,21,1,5,0,ne,16
3713,J. Jeudy,3,44,14.7,16,0,5,0,ne,16
3714,J. McLaughlin,4,30,7.5,11,0,5,0,ne,16
3715,L. Krull,4,28,7.0,9,1,5,0,ne,16
3716,S. Perine,4,27,6.8,13,0,5,0,ne,16
3717,M. Burton,1,4,4.0,4,0,1,0,ne,16
3718,J. Williams,3,-5,-1.7,-1,0,3,1,ne,16
3719,C. Sutton,0,0,0.0,0,0,1,0,ne,16
3720,A. Trautman,0,0,0.0,0,0,1,0,ne,16
3721,D. Douglas,5,74,14.8,41,0,8,0,den,16
3722,D. Parker,4,65,16.3,30,0,5,0,den,16
3723,E. Elliott,9,33,3.7,15,1,11,0,den,16
3724,J. Reagor,2,33,16.5,28,0,2,0,den,16
3725,P. Brown,2,25,12.5,20,0,2,0,den,16
3726,M. Gesicki,2,15,7.5,11,1,2,0,den,16
3727,T. Thornton,1,11,11.0,11,0,1,0,den,16
3728,R. Rice,6,57,9.5,15,0,12,0,lv,16
3729,T. Kelce,5,44,8.8,24,0,7,0,lv,16
3730,J. Watson,4,38,9.5,11,1,6,0,lv,16
3731,I. Pacheco,4,0,0.0,5,0,4,0,lv,16
3732,R. James Jr.,3,54,18.0,45,0,3,0,lv,16
3733,C. Edwards-Helaire,3,42,14.0,32,0,3,0,lv,16
3734,N. Gray,1,5,5.0,5,0,3,0,lv,16
3735,B. Bell,1,4,4.0,4,0,1,0,lv,16
3736,J. Ross,1,2,2.0,2,0,1,0,lv,16
3737,M. Valdes-Scantling,0,0,0.0,0,0,1,0,lv,16
3738,J. Meyers,3,42,14.0,21,0,5,0,kc,16
3739,A. Hooper,2,13,6.5,9,0,3,0,kc,16
3740,C. Fotheringham,1,6,6.0,6,0,1,0,kc,16
3741,D. Adams,1,4,4.0,4,0,6,0,kc,16
3742,A. Abdullah,1,1,1.0,1,0,1,0,kc,16
3743,T. Tucker,1,-4,-4.0,-4,0,1,0,kc,16
3744,H. Renfrow,0,0,0.0,0,0,1,0,kc,16
3745,Z. White,0,0,0.0,0,0,1,0,kc,16
3746,C. Okonkwo,6,63,10.5,17,1,7,0,sea,16
3747,T. Spears,5,27,5.4,13,0,6,0,sea,16
3748,T. Burks,2,25,12.5,13,0,3,0,sea,16
3749,D. Hopkins,2,20,10.0,13,0,4,0,sea,16
3750,D. Henry,1,11,11.0,11,0,1,0,sea,16
3751,C. Moore,1,9,9.0,9,0,2,0,sea,16
3752,M. Kinsey,1,6,6.0,6,0,1,0,sea,16
3753,C. Dowell,1,3,3.0,3,0,1,0,sea,16
3754,T. Lockett,8,81,10.1,21,0,11,0,ten,16
3755,J. Smith-Njigba,6,61,10.2,20,0,7,0,ten,16
3756,D. Metcalf,4,56,14.0,26,1,6,0,ten,16
3757,C. Parkinson,3,17,5.7,7,1,4,0,ten,16
3758,J. Bobo,1,8,8.0,8,0,3,0,ten,16
3759,W. Dissly,1,6,6.0,6,0,1,0,ten,16
3760,K. Walker III,1,2,2.0,2,0,2,0,ten,16
3761,Z. Charbonnet,1,-4,-4.0,-4,0,2,0,ten,16
3762,B. Hall,12,96,8.0,15,0,16,0,was,16
3763,G. Wilson,9,76,8.4,16,0,15,0,was,16
3764,T. Conklin,4,36,9.0,13,0,7,0,was,16
3765,J. Brownlee,1,8,8.0,8,1,3,0,was,16
3766,X. Gipson,1,1,1.0,1,0,2,0,was,16
3767,A. Lazard,0,0,0.0,0,0,1,0,was,16
3768,K. Yeboah,0,0,0.0,0,0,1,0,was,16
3769,T. McLaurin,3,50,16.7,29,0,5,0,nyj,16
3770,L. Thomas,5,36,7.2,15,1,6,0,nyj,16
3771,J. Dotson,2,31,15.5,21,0,4,0,nyj,16
3772,C. Samuel,1,16,16.0,16,0,6,0,nyj,16
3773,J. Bates,3,14,4.7,11,0,5,0,nyj,16
3774,C. Rodriguez Jr.,1,7,7.0,7,0,1,0,nyj,16
3775,A. Gibson,1,2,2.0,2,0,2,0,nyj,16
3776,J. Crowder,0,0,0.0,0,0,1,0,nyj,16
3777,B. Pringle,0,0,0.0,0,0,2,0,nyj,16
3778,D. Schultz,8,61,7.6,14,0,11,0,cle,16
3779,N. Brown,3,38,12.7,16,0,7,0,cle,16
3780,B. Jordan,2,27,13.5,19,0,3,0,cle,16
3781,D. Singletary,3,19,6.3,8,0,3,0,cle,16
3782,N. Collins,4,18,4.5,7,1,6,0,cle,16
3783,X. Hutchinson,1,18,18.0,18,0,2,0,cle,16
3784,R. Woods,2,14,7.0,12,0,6,0,cle,16
3785,D. Pierce,1,10,10.0,10,0,2,0,cle,16
3786,A. Beck,2,6,3.0,5,1,2,0,cle,16
3787,J. Metchie III,0,0,0.0,0,0,3,0,cle,16
3788,D. Ogunbowale,0,0,0.0,0,0,3,0,cle,16
3789,A. Cooper,11,265,24.1,75,2,15,0,hou,16
3790,D. Njoku,6,44,7.3,21,1,9,0,hou,16
3791,E. Moore,2,19,9.5,18,0,4,0,hou,16
3792,J. Akins,2,18,9.0,13,0,2,0,hou,16
3793,C. Tillman,2,13,6.5,7,0,2,0,hou,16
3794,D. Bell,1,6,6.0,6,0,2,0,hou,16
3795,H. Bryant,1,6,6.0,6,0,1,0,hou,16
3796,K. Hunt,2,5,2.5,6,0,4,0,hou,16
3797,J. Ford,1,-2,-2.0,-2,0,2,0,hou,16
3798,M. Goodwin,0,0,0.0,0,0,1,0,hou,16
3799,P. Strong Jr.,0,0,0.0,0,0,1,0,hou,16
3800,J. Jefferson,6,141,23.5,29,1,10,0,det,16
3801,K. Osborn,5,95,19.0,47,1,7,0,det,16
3802,T. Hockenson,4,58,14.5,24,0,4,0,det,16
3803,B. Powell,3,53,17.7,26,0,4,0,det,16
3804,J. Oliver,1,33,33.0,33,0,2,0,det,16
3805,J. Mundt,1,23,23.0,23,0,3,0,det,16
3806,C. Ham,1,6,6.0,6,0,1,0,det,16
3807,J. Addison,1,2,2.0,2,0,4,0,det,16
3808,A. St. Brown,12,106,8.8,25,1,14,0,min,16
3809,J. Williams,5,43,8.6,12,0,6,0,min,16
3810,K. Raymond,2,29,14.5,18,0,2,0,min,16
3811,J. Gibbs,4,20,5.0,8,0,7,0,min,16
3812,S. LaPorta,3,18,6.0,7,0,3,0,min,16
3813,J. Reynolds,1,16,16.0,16,0,4,0,min,16
3814,D. Montgomery,2,14,7.0,9,0,2,0,min,16
3815,D. Peoples-Jones,1,11,11.0,11,0,1,0,min,16
3816,D. Chark Jr.,6,98,16.3,22,2,8,0,gb,16
3817,A. Thielen,6,94,15.7,22,0,8,0,gb,16
3818,T. Tremble,4,59,14.8,30,0,6,0,gb,16
3819,S. Sullivan,3,21,7.0,9,0,5,0,gb,16
3820,I. Smith-Marsette,1,18,18.0,18,0,1,0,gb,16
3821,J. Mingo,1,9,9.0,9,0,1,0,gb,16
3822,C. Hubbard,1,8,8.0,8,0,1,0,gb,16
3823,M. Sanders,1,5,5.0,5,0,2,0,gb,16
3824,R. Doubs,4,79,19.8,36,1,5,0,car,16
3825,T. Kraft,4,60,15.0,27,0,6,0,car,16
3826,B. Melton,4,44,11.0,17,0,6,0,car,16
3827,D. Wicks,2,29,14.5,21,1,2,0,car,16
3828,A. Jones,1,8,8.0,8,0,3,0,car,16
3829,M. Heath,1,0,0.0,0,0,1,0,car,16
3830,P. Taylor,1,-1,-1.0,-1,0,1,0,car,16
3831,S. Toure,0,0,0.0,0,0,2,0,car,16
3832,G. Pickens,4,195,48.8,86,2,6,0,cin,16
3833,A. Robinson II,4,36,9.0,14,0,4,0,cin,16
3834,J. Warren,5,30,6.0,18,0,6,0,cin,16
3835,D. Johnson,2,15,7.5,10,0,5,0,cin,16
3836,D. Washington,1,8,8.0,8,0,1,0,cin,16
3837,M. Boykin,1,6,6.0,6,0,1,0,cin,16
3838,C. Austin III,0,0,0.0,0,0,2,0,cin,16
3839,T. Higgins,5,140,28.0,80,1,8,0,pit,16
3840,T. Boyd,5,59,11.8,29,0,7,0,pit,16
3841,D. Sample,3,38,12.7,16,0,3,0,pit,16
3842,T. Irwin,4,37,9.3,22,0,4,0,pit,16
3843,A. Iosivas,4,36,9.0,12,0,8,0,pit,16
3844,C. Brown,2,8,4.0,6,0,2,0,pit,16
3845,J. Mixon,2,7,3.5,9,0,4,0,pit,16
3846,M. Wilcox,1,6,6.0,6,0,1,0,pit,16
3847,T. Hudson,1,5,5.0,5,0,2,0,pit,16
3848,C. Jones,1,-1,-1.0,-1,0,1,0,pit,16
3849,J. Palmer,5,47,9.4,19,0,8,0,buf,16
3850,G. Everett,7,42,6.0,15,0,8,0,buf,16
3851,A. Erickson,2,31,15.5,23,0,2,0,buf,16
3852,Q. Johnston,2,29,14.5,21,0,5,0,buf,16
3853,S. Smartt,1,23,23.0,23,0,1,0,buf,16
3854,A. Ekeler,3,21,7.0,14,0,4,0,buf,16
3855,J. Guyton,1,12,12.0,12,0,2,0,buf,16
3856,D. Davis,1,6,6.0,6,0,1,0,buf,16
3857,I. Spiller,1,4,4.0,4,0,1,0,buf,16
3858,G. Davis,4,130,32.5,57,1,6,0,lac,16
3859,K. Shakir,3,45,15.0,16,0,3,0,lac,16
3860,S. Diggs,5,29,5.8,11,0,8,0,lac,16
3861,D. Knox,2,26,13.0,17,0,2,0,lac,16
3862,D. Kincaid,1,7,7.0,7,0,2,0,lac,16
3863,B. Robinson,7,50,7.1,14,0,10,0,ind,16
3864,K. Pitts,3,49,16.3,24,1,4,0,ind,16
3865,D. London,3,39,13.0,19,0,4,0,ind,16
3866,J. Smith,4,32,8.0,15,0,6,0,ind,16
3867,T. Allgeier,1,19,19.0,19,0,1,0,ind,16
3868,S. Miller,1,15,15.0,15,0,1,0,ind,16
3869,V. Jefferson,1,13,13.0,13,0,3,0,ind,16
3870,C. Patterson,2,7,3.5,11,0,2,0,ind,16
3871,K. Hodge,1,5,5.0,5,0,1,0,ind,16
3872,K. Granson,5,62,12.4,16,0,7,0,atl,16
3873,W. Mallory,4,47,11.8,18,0,4,0,atl,16
3874,J. Downs,6,39,6.5,14,0,9,0,atl,16
3875,A. Pierce,3,30,10.0,16,0,7,0,atl,16
3876,T. Goodson,1,15,15.0,15,0,2,0,atl,16
3877,D. Montgomery,1,8,8.0,8,0,4,0,atl,16
3878,M. Alie-Cox,0,0,0.0,0,0,1,0,atl,16
3879,J. Taylor,0,0,0.0,0,0,1,0,atl,16
